	total_exon_length
ChCC-v11034082m.g	1585
ChCC-v11034087m.g	2243
ChCC-v11034088m.g	3209
ChCC-v11034089m.g	1368
ChCC-v11034091m.g	3274
ChCC-v11034092m.g	2667
ChCC-v11034095m.g	2517
ChCC-v11034097m.g	5443
ChCC-v11034099m.g	3800
ChCC-v11034105m.g	3872
ChCC-v11034107m.g	3094
ChCC-v11034109m.g	2123
ChCC-v11034110m.g	2733
ChCC-v11034111m.g	3844
ChCC-v11034115m.g	1662
ChCC-v11034116m.g	3443
ChCC-v11034117m.g	2213
ChCC-v11034119m.g	2907
ChCC-v11034123m.g	2889
ChCC-v11034124m.g	1263
ChCC-v11034125m.g	2656
ChCC-v11034126m.g	3946
ChCC-v11034128m.g	3642
ChCC-v11034129m.g	3030
ChCC-v11034131m.g	8800
ChCC-v11034132m.g	3767
ChCC-v11034136m.g	3380
ChCC-v11034137m.g	3012
ChCC-v11034139m.g	4582
ChCC-v11034143m.g	4362
ChCC-v11034150m.g	3907
ChCC-v11034151m.g	4780
ChCC-v11034156m.g	3811
ChCC-v11034157m.g	461
ChCC-v11034158m.g	4577
ChCC-v11034159m.g	3290
ChCC-v11034160m.g	2783
ChCC-v11034161m.g	3042
ChCC-v11034162m.g	2892
ChCC-v11034163m.g	3739
ChCC-v11034165m.g	4276
ChCC-v11034166m.g	2528
ChCC-v11034167m.g	4360
ChCC-v11034169m.g	4438
ChCC-v11034170m.g	4482
ChCC-v11034171m.g	4244
ChCC-v11034175m.g	2847
ChCC-v11034177m.g	511
ChCC-v11034178m.g	5101
ChCC-v11034181m.g	4553
ChCC-v11034182m.g	4872
ChCC-v11034185m.g	3033
ChCC-v11034188m.g	3572
ChCC-v11034194m.g	4388
ChCC-v11034198m.g	2623
ChCC-v11034204m.g	4522
ChCC-v11034207m.g	3303
ChCC-v11034208m.g	731
ChCC-v11034211m.g	2016
ChCC-v11034219m.g	2451
ChCC-v11034220m.g	1252
ChCC-v11034222m.g	3122
ChCC-v11034223m.g	928
ChCC-v11034224m.g	4398
ChCC-v11034228m.g	1768
ChCC-v11034229m.g	3418
ChCC-v11034231m.g	4312
ChCC-v11034232m.g	4150
ChCC-v11034233m.g	4208
ChCC-v11034236m.g	4526
ChCC-v11034237m.g	1644
ChCC-v11034238m.g	4413
ChCC-v11034239m.g	6965
ChCC-v11034241m.g	1971
ChCC-v11034243m.g	3299
ChCC-v11034247m.g	1696
ChCC-v11034252m.g	1725
ChCC-v11034253m.g	997
ChCC-v11034254m.g	891
ChCC-v11034255m.g	663
ChCC-v11034256m.g	3661
ChCC-v11034258m.g	1413
ChCC-v11034260m.g	520
ChCC-v11034261m.g	6817
ChCC-v11034266m.g	1524
ChCC-v11034267m.g	4652
ChCC-v11034270m.g	733
ChCC-v11034271m.g	7233
ChCC-v11034272m.g	1030
ChCC-v11034274m.g	2737
ChCC-v11034275m.g	1900
ChCC-v11034278m.g	9872
ChCC-v11034280m.g	360
ChCC-v11034282m.g	653
ChCC-v11034284m.g	9583
ChCC-v11034285m.g	2486
ChCC-v11034286m.g	6334
ChCC-v11034287m.g	2102
ChCC-v11034288m.g	2832
ChCC-v11034289m.g	3161
ChCC-v11034290m.g	8893
ChCC-v11034291m.g	4353
ChCC-v11034293m.g	2432
ChCC-v11034294m.g	3126
ChCC-v11034295m.g	2991
ChCC-v11034300m.g	4791
ChCC-v11034303m.g	3021
ChCC-v11034304m.g	3176
ChCC-v11034307m.g	7315
ChCC-v11034308m.g	1583
ChCC-v11034309m.g	2562
ChCC-v11034310m.g	5262
ChCC-v11034311m.g	641
ChCC-v11034312m.g	1683
ChCC-v11034315m.g	1233
ChCC-v11034317m.g	2586
ChCC-v11034318m.g	4870
ChCC-v11034319m.g	946
ChCC-v11034320m.g	1407
ChCC-v11034321m.g	3427
ChCC-v11034322m.g	13676
ChCC-v11034326m.g	5002
ChCC-v11034329m.g	1486
ChCC-v11034332m.g	2666
ChCC-v11034335m.g	1743
ChCC-v11034336m.g	2120
ChCC-v11034338m.g	1389
ChCC-v11034339m.g	603
ChCC-v11034342m.g	1107
ChCC-v11034343m.g	4252
ChCC-v11034344m.g	3128
ChCC-v11034347m.g	6710
ChCC-v11034348m.g	1771
ChCC-v11034350m.g	8467
ChCC-v11034353m.g	550
ChCC-v11034355m.g	938
ChCC-v11034356m.g	872
ChCC-v11034362m.g	7235
ChCC-v11034364m.g	6999
ChCC-v11034366m.g	6140
ChCC-v11034367m.g	989
ChCC-v11034368m.g	936
ChCC-v11034370m.g	2369
ChCC-v11034371m.g	2917
ChCC-v11034373m.g	1786
ChCC-v11034375m.g	1968
ChCC-v11034379m.g	2188
ChCC-v11034383m.g	10101
ChCC-v11034385m.g	1923
ChCC-v11034388m.g	1575
ChCC-v11034390m.g	8228
ChCC-v11034391m.g	295
ChCC-v11034398m.g	3097
ChCC-v11034400m.g	2333
ChCC-v11034402m.g	4167
ChCC-v11034403m.g	1173
ChCC-v11034404m.g	1449
ChCC-v11034405m.g	1159
ChCC-v11034409m.g	392
ChCC-v11034410m.g	3111
ChCC-v11034413m.g	1893
ChCC-v11034414m.g	8132
ChCC-v11034421m.g	4550
ChCC-v11034422m.g	3225
ChCC-v11034424m.g	1084
ChCC-v11034425m.g	1718
ChCC-v11034426m.g	1579
ChCC-v11034428m.g	2300
ChCC-v11034429m.g	2628
ChCC-v11034436m.g	1562
ChCC-v11034437m.g	2326
ChCC-v11034439m.g	3316
ChCC-v11034441m.g	8138
ChCC-v11034442m.g	1352
ChCC-v11034443m.g	219
ChCC-v11034446m.g	2690
ChCC-v11034449m.g	1749
ChCC-v11034455m.g	2969
ChCC-v11034457m.g	4872
ChCC-v11034458m.g	1757
ChCC-v11034460m.g	3343
ChCC-v11034461m.g	1036
ChCC-v11034474m.g	1001
ChCC-v11034475m.g	1859
ChCC-v11034476m.g	3557
ChCC-v11034477m.g	1671
ChCC-v11034479m.g	730
ChCC-v11034480m.g	1046
ChCC-v11034482m.g	564
ChCC-v11034483m.g	8059
ChCC-v11034484m.g	6024
ChCC-v11034488m.g	677
ChCC-v11034489m.g	490
ChCC-v11034490m.g	983
ChCC-v11034492m.g	1739
ChCC-v11034494m.g	2199
ChCC-v11034495m.g	1452
ChCC-v11034497m.g	1369
ChCC-v11034499m.g	957
ChCC-v11034500m.g	2110
ChCC-v11034503m.g	1876
ChCC-v11034504m.g	3801
ChCC-v11034505m.g	844
ChCC-v11034506m.g	3505
ChCC-v11034507m.g	2230
ChCC-v11034510m.g	1869
ChCC-v11034512m.g	210
ChCC-v11034513m.g	241
ChCC-v11034515m.g	1803
ChCC-v11034520m.g	2550
ChCC-v11034522m.g	1819
ChCC-v11034524m.g	3048
ChCC-v11034525m.g	2505
ChCC-v11034526m.g	1015
ChCC-v11034527m.g	2592
ChCC-v11034528m.g	435
ChCC-v11034530m.g	5372
ChCC-v11034531m.g	3864
ChCC-v11034536m.g	3757
ChCC-v11034537m.g	2815
ChCC-v11034538m.g	1191
ChCC-v11034540m.g	600
ChCC-v11034541m.g	3644
ChCC-v11034543m.g	6378
ChCC-v11034545m.g	3847
ChCC-v11034547m.g	1836
ChCC-v11034548m.g	1680
ChCC-v11034551m.g	1931
ChCC-v11034553m.g	515
ChCC-v11034554m.g	2336
ChCC-v11034557m.g	6948
ChCC-v11034561m.g	2406
ChCC-v11034565m.g	2074
ChCC-v11034569m.g	1066
ChCC-v11034572m.g	1215
ChCC-v11034575m.g	9355
ChCC-v11034577m.g	3335
ChCC-v11034587m.g	2210
ChCC-v11034588m.g	547
ChCC-v11034589m.g	7207
ChCC-v11034592m.g	1170
ChCC-v11034594m.g	889
ChCC-v11034595m.g	1404
ChCC-v11034598m.g	331
ChCC-v11034599m.g	267
ChCC-v11034600m.g	4198
ChCC-v11034601m.g	6445
ChCC-v11034602m.g	2330
ChCC-v11034607m.g	1728
ChCC-v11034608m.g	1997
ChCC-v11034610m.g	1091
ChCC-v11034613m.g	5747
ChCC-v11034615m.g	2353
ChCC-v11034617m.g	1923
ChCC-v11034620m.g	2330
ChCC-v11034621m.g	4401
ChCC-v11034623m.g	1872
ChCC-v11034625m.g	1142
ChCC-v11034632m.g	1205
ChCC-v11034633m.g	2272
ChCC-v11034634m.g	1193
ChCC-v11034639m.g	1407
ChCC-v11034642m.g	2515
ChCC-v11034648m.g	1186
ChCC-v11034649m.g	696
ChCC-v11034650m.g	1748
ChCC-v11034653m.g	2295
ChCC-v11034654m.g	658
ChCC-v11034655m.g	3921
ChCC-v11034656m.g	610
ChCC-v11034657m.g	1371
ChCC-v11034658m.g	1248
ChCC-v11034661m.g	1248
ChCC-v11034662m.g	8591
ChCC-v11034663m.g	4612
ChCC-v11034664m.g	338
ChCC-v11034665m.g	520
ChCC-v11034667m.g	1077
ChCC-v11034671m.g	902
ChCC-v11034672m.g	8868
ChCC-v11034673m.g	1015
ChCC-v11034675m.g	2397
ChCC-v11034677m.g	2104
ChCC-v11034679m.g	1623
ChCC-v11034680m.g	1887
ChCC-v11034682m.g	1458
ChCC-v11034683m.g	465
ChCC-v11034686m.g	290
ChCC-v11034687m.g	3237
ChCC-v11034688m.g	1751
ChCC-v11034689m.g	593
ChCC-v11034692m.g	2020
ChCC-v11034693m.g	442
ChCC-v11034695m.g	689
ChCC-v11034696m.g	2282
ChCC-v11034698m.g	512
ChCC-v11034701m.g	1189
ChCC-v11034702m.g	490
ChCC-v11034712m.g	1056
ChCC-v11034714m.g	1256
ChCC-v11034715m.g	540
ChCC-v11034718m.g	202
ChCC-v11034724m.g	496
ChCC-v11034729m.g	2335
ChCC-v11034731m.g	2098
ChCC-v11034732m.g	1995
ChCC-v11034736m.g	3968
ChCC-v11034737m.g	614
ChCC-v11034738m.g	4018
ChCC-v11034740m.g	783
ChCC-v11034742m.g	6187
ChCC-v11034743m.g	7479
ChCC-v11034745m.g	4968
ChCC-v11034746m.g	1552
ChCC-v11034747m.g	3533
ChCC-v11034748m.g	257
ChCC-v11034749m.g	2664
ChCC-v11034750m.g	1513
ChCC-v11034752m.g	4586
ChCC-v11034753m.g	4708
ChCC-v11034754m.g	1695
ChCC-v11034755m.g	784
ChCC-v11034760m.g	2432
ChCC-v11034762m.g	3905
ChCC-v11034763m.g	5865
ChCC-v11034767m.g	815
ChCC-v11034768m.g	2619
ChCC-v11034769m.g	6896
ChCC-v11034774m.g	5077
ChCC-v11034775m.g	338
ChCC-v11034777m.g	704
ChCC-v11034778m.g	9391
ChCC-v11034781m.g	777
ChCC-v11034784m.g	4534
ChCC-v11034785m.g	3172
ChCC-v11034787m.g	928
ChCC-v11034788m.g	2689
ChCC-v11034789m.g	8671
ChCC-v11034790m.g	1534
ChCC-v11034792m.g	3136
ChCC-v11034793m.g	2351
ChCC-v11034794m.g	2281
ChCC-v11034795m.g	741
ChCC-v11034797m.g	6251
ChCC-v11034798m.g	1217
ChCC-v11034799m.g	3349
ChCC-v11034803m.g	2882
ChCC-v11034808m.g	1354
ChCC-v11034809m.g	879
ChCC-v11034811m.g	984
ChCC-v11034813m.g	1612
ChCC-v11034814m.g	5867
ChCC-v11034815m.g	4502
ChCC-v11034817m.g	604
ChCC-v11034820m.g	326
ChCC-v11034823m.g	1100
ChCC-v11034825m.g	6896
ChCC-v11034826m.g	6241
ChCC-v11034829m.g	5857
ChCC-v11034835m.g	2105
ChCC-v11034840m.g	735
ChCC-v11034842m.g	3704
ChCC-v11034843m.g	7628
ChCC-v11034848m.g	1064
ChCC-v11034850m.g	1921
ChCC-v11034852m.g	787
ChCC-v11034853m.g	6083
ChCC-v11034858m.g	6096
ChCC-v11034859m.g	338
ChCC-v11034862m.g	796
ChCC-v11034866m.g	2765
ChCC-v11034867m.g	7551
ChCC-v11034871m.g	716
ChCC-v11034872m.g	1264
ChCC-v11034875m.g	4127
ChCC-v11034876m.g	3222
ChCC-v11034879m.g	4045
ChCC-v11034880m.g	2052
ChCC-v11034881m.g	1154
ChCC-v11034886m.g	218
ChCC-v11034888m.g	4013
ChCC-v11034889m.g	643
ChCC-v11034894m.g	8806
ChCC-v11034896m.g	7191
ChCC-v11034897m.g	7620
ChCC-v11034899m.g	4648
ChCC-v11034902m.g	2201
ChCC-v11034904m.g	2712
ChCC-v11034908m.g	3018
ChCC-v11034910m.g	3658
ChCC-v11034913m.g	2112
ChCC-v11034914m.g	3986
ChCC-v11034915m.g	701
ChCC-v11034917m.g	1596
ChCC-v11034918m.g	2145
ChCC-v11034919m.g	6093
ChCC-v11034920m.g	682
ChCC-v11034926m.g	1685
ChCC-v11034927m.g	784
ChCC-v11034928m.g	902
ChCC-v11034929m.g	956
ChCC-v11034930m.g	2480
ChCC-v11034933m.g	3897
ChCC-v11034934m.g	3420
ChCC-v11034936m.g	3606
ChCC-v11034937m.g	1771
ChCC-v11034940m.g	3229
ChCC-v11034948m.g	1726
ChCC-v11034949m.g	5941
ChCC-v11034950m.g	5026
ChCC-v11034951m.g	2616
ChCC-v11034956m.g	2014
ChCC-v11034957m.g	3521
ChCC-v11034958m.g	2080
ChCC-v11034961m.g	6955
ChCC-v11034962m.g	528
ChCC-v11034967m.g	5521
ChCC-v11034968m.g	1969
ChCC-v11034978m.g	3146
ChCC-v11034979m.g	3211
ChCC-v11034982m.g	2873
ChCC-v11034985m.g	7134
ChCC-v11034986m.g	2414
ChCC-v11034991m.g	2791
ChCC-v11034994m.g	2398
ChCC-v11034996m.g	4960
ChCC-v11035001m.g	748
ChCC-v11035002m.g	2875
ChCC-v11035007m.g	1638
ChCC-v11035009m.g	1393
ChCC-v11035011m.g	1690
ChCC-v11035013m.g	1260
ChCC-v11035018m.g	2354
ChCC-v11035022m.g	994
ChCC-v11035025m.g	1030
ChCC-v11035028m.g	2600
ChCC-v11035032m.g	2065
ChCC-v11035034m.g	2547
ChCC-v11035038m.g	1683
ChCC-v11035042m.g	3378
ChCC-v11035045m.g	5273
ChCC-v11035046m.g	5603
ChCC-v11035048m.g	4193
ChCC-v11035052m.g	2039
ChCC-v11035055m.g	1315
ChCC-v11035060m.g	3082
ChCC-v11035062m.g	3002
ChCC-v11035065m.g	2003
ChCC-v11035066m.g	1332
ChCC-v11035067m.g	1751
ChCC-v11035071m.g	962
ChCC-v11035083m.g	1673
ChCC-v11035085m.g	1604
ChCC-v11035086m.g	2133
ChCC-v11035089m.g	3119
ChCC-v11035092m.g	3049
ChCC-v11035095m.g	183
ChCC-v11035096m.g	8928
ChCC-v11035100m.g	3661
ChCC-v11035101m.g	3921
ChCC-v11035102m.g	2472
ChCC-v11035106m.g	1216
ChCC-v11035111m.g	2695
ChCC-v11035114m.g	1828
ChCC-v11035117m.g	3167
ChCC-v11035118m.g	1865
ChCC-v11035121m.g	5060
ChCC-v11035122m.g	2685
ChCC-v11035126m.g	2388
ChCC-v11035127m.g	2305
ChCC-v11035128m.g	3899
ChCC-v11035137m.g	2223
ChCC-v11035146m.g	1659
ChCC-v11035147m.g	2563
ChCC-v11035148m.g	1506
ChCC-v11035152m.g	623
ChCC-v11035156m.g	1018
ChCC-v11035157m.g	3002
ChCC-v11035158m.g	6881
ChCC-v11035162m.g	1972
ChCC-v11035164m.g	2987
ChCC-v11035169m.g	2490
ChCC-v11035170m.g	5397
ChCC-v11035175m.g	1754
ChCC-v11035176m.g	527
ChCC-v11035177m.g	395
ChCC-v11035182m.g	994
ChCC-v11035183m.g	2266
ChCC-v11035184m.g	3749
ChCC-v11035186m.g	1708
ChCC-v11035187m.g	2041
ChCC-v11035192m.g	3862
ChCC-v11035194m.g	5497
ChCC-v11035195m.g	1982
ChCC-v11035197m.g	2517
ChCC-v11035198m.g	7920
ChCC-v11035202m.g	3686
ChCC-v11035203m.g	5697
ChCC-v11035204m.g	2676
ChCC-v11035208m.g	1848
ChCC-v11035212m.g	3423
ChCC-v11035213m.g	1018
ChCC-v11035214m.g	3342
ChCC-v11035219m.g	3009
ChCC-v11035220m.g	610
ChCC-v11035222m.g	2023
ChCC-v11035223m.g	3051
ChCC-v11035224m.g	304
ChCC-v11035231m.g	734
ChCC-v11035232m.g	656
ChCC-v11035234m.g	314
ChCC-v11035237m.g	1473
ChCC-v11035239m.g	460
ChCC-v11035240m.g	1119
ChCC-v11035241m.g	467
ChCC-v11035242m.g	1103
ChCC-v11035246m.g	711
ChCC-v11035248m.g	3175
ChCC-v11035250m.g	6778
ChCC-v11035254m.g	3094
ChCC-v11035256m.g	733
ChCC-v11035259m.g	253
ChCC-v11035260m.g	5973
ChCC-v11035261m.g	2895
ChCC-v11035272m.g	442
ChCC-v11035274m.g	9684
ChCC-v11035275m.g	2040
ChCC-v11035276m.g	3562
ChCC-v11035280m.g	2661
ChCC-v11035281m.g	2672
ChCC-v11035288m.g	2572
ChCC-v11035290m.g	1680
ChCC-v11035291m.g	1647
ChCC-v11035292m.g	4536
ChCC-v11035294m.g	560
ChCC-v11035295m.g	3463
ChCC-v11035298m.g	3321
ChCC-v11035299m.g	2795
ChCC-v11035302m.g	2364
ChCC-v11035303m.g	1199
ChCC-v11035305m.g	4177
ChCC-v11035307m.g	1907
ChCC-v11035310m.g	779
ChCC-v11035311m.g	1670
ChCC-v11035314m.g	994
ChCC-v11035315m.g	2402
ChCC-v11035316m.g	3575
ChCC-v11035317m.g	2920
ChCC-v11035318m.g	3540
ChCC-v11035319m.g	3048
ChCC-v11035329m.g	3720
ChCC-v11035330m.g	3254
ChCC-v11035332m.g	8142
ChCC-v11035335m.g	616
ChCC-v11035339m.g	677
ChCC-v11035340m.g	4630
ChCC-v11035344m.g	4462
ChCC-v11035346m.g	2561
ChCC-v11035347m.g	7001
ChCC-v11035349m.g	1712
ChCC-v11035351m.g	1518
ChCC-v11035353m.g	2921
ChCC-v11035355m.g	2264
ChCC-v11035357m.g	7378
ChCC-v11035359m.g	4960
ChCC-v11035360m.g	4321
ChCC-v11035361m.g	2818
ChCC-v11035362m.g	1884
ChCC-v11035365m.g	474
ChCC-v11035367m.g	2900
ChCC-v11035369m.g	1890
ChCC-v11035377m.g	1634
ChCC-v11035378m.g	5942
ChCC-v11035380m.g	2050
ChCC-v11035382m.g	1554
ChCC-v11035386m.g	3994
ChCC-v11035390m.g	3557
ChCC-v11035393m.g	472
ChCC-v11035395m.g	3039
ChCC-v11035397m.g	1270
ChCC-v11035398m.g	4552
ChCC-v11035399m.g	4319
ChCC-v11035401m.g	1362
ChCC-v11035404m.g	777
ChCC-v11035407m.g	1346
ChCC-v11035409m.g	1677
ChCC-v11035412m.g	977
ChCC-v11035414m.g	2710
ChCC-v11035415m.g	1584
ChCC-v11035417m.g	648
ChCC-v11035418m.g	632
ChCC-v11035420m.g	2689
ChCC-v11035422m.g	5250
ChCC-v11035429m.g	1440
ChCC-v11035430m.g	1512
ChCC-v11035431m.g	1057
ChCC-v11035435m.g	7295
ChCC-v11035438m.g	4544
ChCC-v11035439m.g	3071
ChCC-v11035441m.g	3346
ChCC-v11035443m.g	1204
ChCC-v11035444m.g	251
ChCC-v11035449m.g	12500
ChCC-v11035453m.g	1775
ChCC-v11035455m.g	3499
ChCC-v11035457m.g	1007
ChCC-v11035458m.g	4948
ChCC-v11035459m.g	4000
ChCC-v11035461m.g	1352
ChCC-v11035462m.g	1074
ChCC-v11035466m.g	490
ChCC-v11035468m.g	2640
ChCC-v11035470m.g	7816
ChCC-v11035474m.g	165
ChCC-v11035477m.g	11651
ChCC-v11035482m.g	1896
ChCC-v11035484m.g	1687
ChCC-v11035487m.g	6298
ChCC-v11035489m.g	819
ChCC-v11035490m.g	5280
ChCC-v11035492m.g	4151
ChCC-v11035494m.g	4027
ChCC-v11035495m.g	10366
ChCC-v11035496m.g	231
ChCC-v11035497m.g	1836
ChCC-v11035498m.g	2274
ChCC-v11035499m.g	2705
ChCC-v11035500m.g	2106
ChCC-v11035501m.g	2440
ChCC-v11035504m.g	3661
ChCC-v11035508m.g	5059
ChCC-v11035509m.g	4823
ChCC-v11035510m.g	2110
ChCC-v11035511m.g	1834
ChCC-v11035513m.g	1878
ChCC-v11035514m.g	8557
ChCC-v11035515m.g	1831
ChCC-v11035516m.g	3037
ChCC-v11035518m.g	1186
ChCC-v11035521m.g	1547
ChCC-v11035522m.g	2636
ChCC-v11035524m.g	3809
ChCC-v11035527m.g	8388
ChCC-v11035528m.g	1481
ChCC-v11035531m.g	1728
ChCC-v11035532m.g	1461
ChCC-v11035534m.g	4240
ChCC-v11035535m.g	3545
ChCC-v11035536m.g	1937
ChCC-v11035537m.g	756
ChCC-v11035539m.g	1614
ChCC-v11035540m.g	3594
ChCC-v11035543m.g	679
ChCC-v11035544m.g	1027
ChCC-v11035545m.g	4268
ChCC-v11035546m.g	1961
ChCC-v11035547m.g	2851
ChCC-v11035548m.g	2129
ChCC-v11035552m.g	2755
ChCC-v11035554m.g	4882
ChCC-v11035556m.g	179
ChCC-v11035563m.g	1367
ChCC-v11035569m.g	5175
ChCC-v11035572m.g	733
ChCC-v11035573m.g	6815
ChCC-v11035574m.g	823
ChCC-v11035575m.g	3347
ChCC-v11035577m.g	3922
ChCC-v11035578m.g	2436
ChCC-v11035583m.g	3935
ChCC-v11035584m.g	1888
ChCC-v11035587m.g	3656
ChCC-v11035588m.g	4273
ChCC-v11035589m.g	1846
ChCC-v11035591m.g	785
ChCC-v11035592m.g	6770
ChCC-v11035594m.g	13961
ChCC-v11035595m.g	1269
ChCC-v11035601m.g	11211
ChCC-v11035603m.g	1572
ChCC-v11035607m.g	10408
ChCC-v11035608m.g	3313
ChCC-v11035609m.g	4911
ChCC-v11035610m.g	11150
ChCC-v11035611m.g	1453
ChCC-v11035612m.g	5054
ChCC-v11035616m.g	2722
ChCC-v11035620m.g	1539
ChCC-v11035621m.g	735
ChCC-v11035626m.g	3314
ChCC-v11035628m.g	2518
ChCC-v11035629m.g	1351
ChCC-v11035630m.g	457
ChCC-v11035631m.g	3510
ChCC-v11035632m.g	3483
ChCC-v11035633m.g	1342
ChCC-v11035634m.g	6470
ChCC-v11035635m.g	2881
ChCC-v11035638m.g	5631
ChCC-v11035639m.g	5093
ChCC-v11035643m.g	2890
ChCC-v11035645m.g	6053
ChCC-v11035647m.g	5271
ChCC-v11035650m.g	1708
ChCC-v11035651m.g	5242
ChCC-v11035654m.g	2797
ChCC-v11035656m.g	3186
ChCC-v11035657m.g	286
ChCC-v11035660m.g	1915
ChCC-v11035665m.g	1776
ChCC-v11035667m.g	5882
ChCC-v11035668m.g	3302
ChCC-v11035670m.g	2177
ChCC-v11035673m.g	2310
ChCC-v11035677m.g	1861
ChCC-v11035679m.g	5757
ChCC-v11035680m.g	1178
ChCC-v11035681m.g	2358
ChCC-v11035682m.g	10438
ChCC-v11035683m.g	2314
ChCC-v11035684m.g	4797
ChCC-v11035685m.g	954
ChCC-v11035687m.g	543
ChCC-v11035690m.g	1613
ChCC-v11035692m.g	3385
ChCC-v11035694m.g	5519
ChCC-v11035697m.g	4843
ChCC-v11035699m.g	1655
ChCC-v11035700m.g	2558
ChCC-v11035702m.g	15100
ChCC-v11035703m.g	461
ChCC-v11035704m.g	1411
ChCC-v11035708m.g	6797
ChCC-v11035709m.g	1283
ChCC-v11035710m.g	2692
ChCC-v11035711m.g	3264
ChCC-v11035716m.g	2028
ChCC-v11035717m.g	2348
ChCC-v11035720m.g	1713
ChCC-v11035721m.g	2593
ChCC-v11035724m.g	881
ChCC-v11035726m.g	2603
ChCC-v11035729m.g	4158
ChCC-v11035730m.g	978
ChCC-v11035732m.g	3990
ChCC-v11035733m.g	3459
ChCC-v11035734m.g	3099
ChCC-v11035735m.g	793
ChCC-v11035736m.g	4638
ChCC-v11035737m.g	3016
ChCC-v11035738m.g	3024
ChCC-v11035742m.g	3385
ChCC-v11035744m.g	3823
ChCC-v11035747m.g	5090
ChCC-v11035748m.g	3204
ChCC-v11035749m.g	1714
ChCC-v11035756m.g	767
ChCC-v11035757m.g	1249
ChCC-v11035759m.g	4275
ChCC-v11035765m.g	16135
ChCC-v11035769m.g	2406
ChCC-v11035770m.g	2925
ChCC-v11035771m.g	5391
ChCC-v11035773m.g	1378
ChCC-v11035779m.g	2609
ChCC-v11035784m.g	1944
ChCC-v11035789m.g	678
ChCC-v11035790m.g	5928
ChCC-v11035791m.g	842
ChCC-v11035793m.g	3810
ChCC-v11035797m.g	1155
ChCC-v11035798m.g	1071
ChCC-v11035799m.g	2424
ChCC-v11035800m.g	2781
ChCC-v11035801m.g	4263
ChCC-v11035803m.g	680
ChCC-v11035807m.g	368
ChCC-v11035808m.g	637
ChCC-v11035811m.g	4131
ChCC-v11035812m.g	6571
ChCC-v11035813m.g	8574
ChCC-v11035816m.g	2771
ChCC-v11035817m.g	3539
ChCC-v11035819m.g	3106
ChCC-v11035820m.g	337
ChCC-v11035821m.g	340
ChCC-v11035822m.g	1376
ChCC-v11035823m.g	2325
ChCC-v11035825m.g	2271
ChCC-v11035827m.g	1941
ChCC-v11035836m.g	2857
ChCC-v11035837m.g	4200
ChCC-v11035839m.g	3048
ChCC-v11035841m.g	305
ChCC-v11035843m.g	1625
ChCC-v11035844m.g	2557
ChCC-v11035853m.g	1510
ChCC-v11035855m.g	930
ChCC-v11035856m.g	4138
ChCC-v11035858m.g	1610
ChCC-v11035860m.g	2576
ChCC-v11035862m.g	2753
ChCC-v11035863m.g	2058
ChCC-v11035864m.g	982
ChCC-v11035867m.g	531
ChCC-v11035868m.g	285
ChCC-v11035869m.g	3509
ChCC-v11035870m.g	3332
ChCC-v11035871m.g	566
ChCC-v11035873m.g	4901
ChCC-v11035878m.g	2932
ChCC-v11035881m.g	8152
ChCC-v11035882m.g	955
ChCC-v11035884m.g	554
ChCC-v11035887m.g	264
ChCC-v11035888m.g	1471
ChCC-v11035890m.g	2642
ChCC-v11035891m.g	1440
ChCC-v11035893m.g	873
ChCC-v11035894m.g	1446
ChCC-v11035896m.g	2951
ChCC-v11035897m.g	1822
ChCC-v11035898m.g	3223
ChCC-v11035900m.g	3269
ChCC-v11035902m.g	3444
ChCC-v11035904m.g	2190
ChCC-v11035905m.g	14899
ChCC-v11035906m.g	465
ChCC-v11035907m.g	3107
ChCC-v11035910m.g	2185
ChCC-v11035912m.g	5065
ChCC-v11035913m.g	1555
ChCC-v11035914m.g	5899
ChCC-v11035915m.g	2066
ChCC-v11035916m.g	2216
ChCC-v11035919m.g	1102
ChCC-v11035920m.g	2989
ChCC-v11035921m.g	4686
ChCC-v11035923m.g	19661
ChCC-v11035925m.g	2874
ChCC-v11035926m.g	5323
ChCC-v11035928m.g	1399
ChCC-v11035931m.g	1790
ChCC-v11035932m.g	3846
ChCC-v11035934m.g	1159
ChCC-v11035936m.g	7557
ChCC-v11035937m.g	2798
ChCC-v11035940m.g	2844
ChCC-v11035941m.g	457
ChCC-v11035942m.g	2536
ChCC-v11035943m.g	2327
ChCC-v11035947m.g	4908
ChCC-v11035948m.g	2324
ChCC-v11035951m.g	2284
ChCC-v11035952m.g	1688
ChCC-v11035955m.g	1091
ChCC-v11035956m.g	648
ChCC-v11035958m.g	5466
ChCC-v11035965m.g	2319
ChCC-v11035966m.g	2275
ChCC-v11035967m.g	2088
ChCC-v11035969m.g	1513
ChCC-v11035973m.g	3735
ChCC-v11035974m.g	3999
ChCC-v11035976m.g	845
ChCC-v11035977m.g	883
ChCC-v11035979m.g	3616
ChCC-v11035985m.g	2321
ChCC-v11035987m.g	3353
ChCC-v11035988m.g	1989
ChCC-v11035989m.g	306
ChCC-v11035991m.g	2127
ChCC-v11035992m.g	538
ChCC-v11035993m.g	1228
ChCC-v11035995m.g	3343
ChCC-v11035997m.g	2061
ChCC-v11035998m.g	2455
ChCC-v11035999m.g	2713
ChCC-v11036002m.g	2187
ChCC-v11036003m.g	1933
ChCC-v11036006m.g	2895
ChCC-v11036007m.g	3582
ChCC-v11036008m.g	2835
ChCC-v11036010m.g	5700
